brand,model,car_type,img_url,price,drive,hp,weight,torque,w_kg
Lotus,Elise '96,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0177.jpg,37600,MR,118,755,165,117 to ? W/Kg
Lotus,Elise 111R '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0182.jpg,54400,MR,189,860,181,164 to ? W/Kg
Lotus,Elise 111R Race Car '04,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0192.jpg,134500,MR,253,720,,263 to ? W/Kg
Lotus,Elise 111S '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0180.jpg,51680,MR,156,806,175,144 to ? W/Kg
Lotus,Elise Race Car '96,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0191.jpg,137500,MR,169,645,,195 to 369 W/Kg
Lotus,Elise Sport 190 '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0189.jpg,65270,MR,190,670,189,212 to ? W/Kg
Lotus,Elise Type 72 '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0178.jpg,52470,MR,120,756,168,119 to ? W/Kg
Lotus,Esprit Sport 350 '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0190.jpg,126240,MR,349,1300,400,200 to ? W/Kg
Lotus,Esprit Turbo HC '87,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0181.jpg,48550,MR,215,1146,298,140 to ? W/Kg
Lotus,Esprit V8 '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0188.jpg,116520,MR,350,1380,400,189 to ? W/Kg
Lotus,Esprit V8 GT '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0187.jpg,97430,MR,349,1325,400,196 to ? W/Kg
Lotus,Esprit V8 SE '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0186.jpg,116870,MR,349,1380,400,188 to ? W/Kg
Lotus,Europa S.2 '68,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0173.jpg,30000,MR,81,624,108,96 to ? W/Kg
Lotus,Europa S.2 15th Anniversary Edition '68,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1173.jpg,45000,MR,138,624,,165 to ? W/Kg
Lotus,Europa Special '72,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0176.jpg,38500,MR,126,730,153,129 to ? W/Kg
Lotus,Evora '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0183.jpg,100000,MR,268,1330,,150 to 368 W/Kg
Lotus,Motor Sport Elise '99,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0185.jpg,100000,MR,200,700,196,213 to ? W/Kg
MG,MGF '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0224.jpg,40810,MR,143,1070,174,100 to ? W/Kg
MG,TF160 '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0225.jpg,38860,MR,158,1150,173,103 to ? W/Kg
MINI,COOPER '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0228.jpg,22190,FF,113,1115,149,76 to ? W/Kg
MINI,COOPER S '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0229.jpg,26790,FF,161,1120,219,107 to ? W/Kg
MINI,COOPER S '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0231.jpg,28500,FF,168,1180,220,106 to ? W/Kg
MINI,COOPER S '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0232.jpg,29500,FF,173,1210,240,107 to ? W/Kg
MINI,COOPER S '11,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0233.jpg,30300,FF,181,1140,240,118 to 275 W/Kg
MINI,COOPER S Countryman (R60) '11,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0230.jpg,34500,FF,181,1310,240,103 to ? W/Kg
MINI,Clubman Vision Gran Turismo,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1360.jpg,1000000,4WD,389,1050,427,? to 290 W/Kg
MINI,Cooper 1.3i '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0227.jpg,18320,FF,61,720,94,64 to ? W/Kg
MINI,ONE '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0226.jpg,19620,FF,89,1125,140,59 to ? W/Kg
Marcos,Mini Marcos GT '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0193.jpg,25500,FF,76,559,107,102 to ? W/Kg
Maserati,GranTurismo S '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0194.jpg,166500,FR,434,1780,490,182 to 411 W/Kg
Mazda,11 OS (L10A) '67,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0512.jpg,74000,FR,108,940,130,86 to ? W/Kg
Mazda,11 OS (L10B) '68,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0520.jpg,68800,FR,126,960,139,98 to ? W/Kg
Mazda,2 '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0510.jpg,14500,FF,111,1080,140,77 to ? W/Kg
Mazda,323F '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0548.jpg,19920,FF,168,1240,179,101 to ? W/Kg
Mazda,787B '91,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0605.jpg,2100000,MR,690,830,608,620 to ? W/Kg
Mazda,787B Stealth Model,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0606.jpg,2650000,MR,739,830,637,665 to 886 W/Kg
Mazda,Atenza Concept '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0556.jpg,40000,FF,170,1300,215,98 to ? W/Kg
Mazda,Atenza Sport 25Z '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0544.jpg,26200,FF,168,1470,226,85 to ? W/Kg
Mazda,Atenza Sports 23Z '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0550.jpg,23500,FF,175,1390,215,94 to ? W/Kg
Mazda,Atenza Touring Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0597.jpg,95000,4WD,287,1070,,200 to ? W/Kg
Mazda,Autozam AZ-1 '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0507.jpg,14980,MR,63,720,85,65 to ? W/Kg
Mazda,Axela 23S '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0558.jpg,19500,FF,169,1260,214,100 to ? W/Kg
Mazda,BP FALKEN RX-7 '03,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0600.jpg,200000,FR,391,1230,,237 to ? W/Kg
Mazda,Carol 360 Deluxe '62,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0506.jpg,38500,RR,20,560,24,27 to ? W/Kg
Mazda,Cosmo Sport (L10A) '67,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0511.jpg,74000,FR,108,940,130,86 to ? W/Kg
Mazda,Cosmo Sport (L10B) '68,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0519.jpg,68800,FR,126,960,139,98 to ? W/Kg
Mazda,DEMIO GL-X '99,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0508.jpg,14660,FF,99,960,127,77 to ? W/Kg
Mazda,DEMIO SPORT '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0509.jpg,14500,FF,111,1080,140,77 to ? W/Kg
Mazda,DEMIO SPORT '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0513.jpg,16200,FF,111,1020,139,81 to ? W/Kg
Mazda,Eunos Roadster (NA Special Package) '89,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0524.jpg,17000,FR,118,940,137,94 to ? W/Kg
Mazda,Eunos Roadster J-Limited (NA) '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0514.jpg,19000,FR,118,950,137,93 to ? W/Kg
Mazda,Eunos Roadster J-Limited II (NA) '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0529.jpg,20300,FR,128,990,157,97 to ? W/Kg
Mazda,Eunos Roadster S-Special Type I (NA) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0526.jpg,19950,FR,128,990,157,97 to ? W/Kg
Mazda,Eunos Roadster SR-Limited (NA) '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0525.jpg,18980,FR,128,1000,157,96 to ? W/Kg
Mazda,Eunos Roadster V-Special Type II (NA) '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0531.jpg,24000,FR,128,1000,157,96 to ? W/Kg
Mazda,Eunos Roadster VR-Limited (NA) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0530.jpg,20800,FR,128,990,157,97 to ? W/Kg
Mazda,Familia Sedan Sport 20 '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0543.jpg,18980,FF,163,1170,177,103 to ? W/Kg
Mazda,Furai '08,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0604.jpg,1250000,MR,486,675,,538 to ? W/Kg
Mazda,KUSABI '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0562.jpg,50000,FF,143,900,180,119 to ? W/Kg
Mazda,LM55 Vision Gran Turismo,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1359.jpg,1000000,4WD,,,,? to ? W/Kg
Mazda,Lantis Coupe 2000 Type R '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0549.jpg,19920,FF,168,1200,179,104 to ? W/Kg
Mazda,MX-5 (NA) '89,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0517.jpg,17000,FR,118,940,137,94 to ? W/Kg
Mazda,"MX-5 1.8 RS (NB, J) '98",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0541.jpg,22950,FR,143,1030,163,104 to ? W/Kg
Mazda,"MX-5 1600 NR-A (NB, J) '04",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0523.jpg,20500,FR,123,1050,142,88 to ? W/Kg
Mazda,"MX-5 1800 RS (NB, J) '00",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0554.jpg,23280,FR,158,1070,170,110 to ? W/Kg
Mazda,"MX-5 1800 RS (NB, J) '04",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0553.jpg,23500,FR,158,1080,170,109 to ? W/Kg
Mazda,"MX-5 J-Limited (NA, J) '91",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0516.jpg,19000,FR,118,940,137,94 to ? W/Kg
Mazda,"MX-5 J-Limited II (NA, J) '93",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0535.jpg,20300,FR,128,980,157,98 to ? W/Kg
Mazda,MX-5 Miata (NA) '89,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0518.jpg,17000,FR,118,940,137,94 to ? W/Kg
Mazda,"MX-5 Miata 1.8 RS (NB, J) '98",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0542.jpg,22950,FR,143,1030,163,104 to ? W/Kg
Mazda,"MX-5 Miata 1600 NR-A (NB, J) '04",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0522.jpg,20500,FR,123,1050,142,88 to ? W/Kg
Mazda,"MX-5 Miata 1800 RS (NB, J) '00",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0555.jpg,23280,FR,158,1070,170,110 to ? W/Kg
Mazda,"MX-5 Miata 1800 RS (NB, J) '04",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0552.jpg,23500,FR,158,1080,170,109 to ? W/Kg
Mazda,"MX-5 Miata J-Limited (NA, J) '91",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0515.jpg,19000,FR,118,940,137,94 to ? W/Kg
Mazda,"MX-5 Miata J-Limited II (NA, J) '93",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0534.jpg,20300,FR,128,980,157,98 to ? W/Kg
Mazda,"MX-5 Miata S-Special Type I (NA, J) '95",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0527.jpg,19950,FR,128,1000,157,96 to ? W/Kg
Mazda,"MX-5 Miata SR-Limited (NA, J) '97",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0532.jpg,18980,FR,128,980,157,98 to ? W/Kg
Mazda,"MX-5 Miata V-Special Type II (NA, J) '93",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0538.jpg,24000,FR,128,980,157,98 to ? W/Kg
Mazda,"MX-5 Miata VR-Limited (NA, J) '95",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0536.jpg,20800,FR,128,980,157,98 to ? W/Kg
Mazda,"MX-5 S-Special Type I (NA, J) '95",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0528.jpg,19950,FR,128,1000,157,96 to ? W/Kg
Mazda,"MX-5 SR-Limited (NA, J) '97",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0533.jpg,18980,FR,128,980,157,98 to ? W/Kg
Mazda,"MX-5 V-Special Type II (NA, J) '93",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0539.jpg,24000,FR,128,980,157,98 to ? W/Kg
Mazda,"MX-5 VR-Limited (NA, J) '95",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0537.jpg,20800,FR,128,980,157,98 to ? W/Kg
Mazda,MX-Crossport '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0568.jpg,60000,4WD,247,1600,,116 to ? W/Kg
Mazda,Mazda6 5-door '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0551.jpg,23500,FF,175,1390,215,94 to ? W/Kg
Mazda,Mazda6 Concept '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0557.jpg,40000,FF,175,,215,? to ? W/Kg
Mazda,Mazda6 Touring Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0599.jpg,95000,4WD,,1070,,? to ? W/Kg
Mazda,Mazdaspeed Atenza '05,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0585.jpg,60000,4WD,296,1070,379,207 to ? W/Kg
Mazda,Protégé '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0545.jpg,18980,FF,163,1170,177,103 to ? W/Kg
Mazda,"RX-7 GT-LIMITED (FC, J) '85",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0560.jpg,16900,FR,182,1280,245,106 to ? W/Kg
Mazda,RX-7 GT-X (FC) '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0564.jpg,24860,FR,202,1250,270,121 to ? W/Kg
Mazda,"RX-7 GT-X (FC, J) '90",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0565.jpg,24860,FR,202,1250,270,121 to ? W/Kg
Mazda,RX-7 LM Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0603.jpg,1000000,FR,485,1080,,335 to 498 W/Kg
Mazda,RX-7 Spirit R Type A (FD) '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0596.jpg,40000,FR,276,1270,314,162 to ? W/Kg
Mazda,RX-7 Touring Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0601.jpg,220000,FR,450,975,,344 to ? W/Kg
Mazda,"RX-7 Type R (FD, J) '91",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0580.jpg,38500,FR,251,1260,294,149 to ? W/Kg
Mazda,"RX-7 Type R (FD, J) '93",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0574.jpg,39100,FR,251,1260,294,149 to ? W/Kg
Mazda,RX-7 Type R Bathurst R (FD) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0593.jpg,33980,FR,276,1260,314,163 to ? W/Kg
Mazda,"RX-7 Type R-S (FD, J) '95",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0572.jpg,38900,FR,251,1260,294,149 to ? W/Kg
Mazda,RX-7 Type RS (FD) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0591.jpg,38480,FR,276,1280,314,161 to ? W/Kg
Mazda,RX-7 Type RS (FD) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0592.jpg,37780,FR,276,1280,314,161 to ? W/Kg
Mazda,"RX-7 Type RS (FD, J) '96",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0584.jpg,36650,FR,261,1280,294,152 to ? W/Kg
Mazda,RX-7 Type RS-R (FD) '97,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0586.jpg,36250,FR,261,1280,294,152 to ? W/Kg
Mazda,RX-7 Type RZ (FD) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0594.jpg,39980,FR,276,1270,314,162 to ? W/Kg
Mazda,"RX-7 Type RZ (FD, J) '92",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0582.jpg,40150,FR,251,1230,294,153 to ? W/Kg
Mazda,"RX-7 Type RZ (FD, J) '93",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0578.jpg,43500,FR,251,1240,294,152 to ? W/Kg
Mazda,"RX-7 Type RZ (FD, J) '95",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0576.jpg,39600,FR,251,1250,294,150 to ? W/Kg
Mazda,"RX-7 Type RZ (FD, J) '96",Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0588.jpg,39750,FR,261,1250,294,156 to ? W/Kg
Mazda,RX-8 '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0563.jpg,24000,FR,207,1310,221,118 to ? W/Kg
Mazda,RX-8 Concept (Type-1) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0590.jpg,65000,FR,246,1200,207,153 to ? W/Kg
Mazda,RX-8 Concept (Type-II) '01,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0589.jpg,65000,FR,246,,220,? to ? W/Kg
Mazda,RX-8 Concept LM Race Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0602.jpg,1000000,FR,485,1100,,329 to ? W/Kg
Mazda,RX-8 Type E '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0566.jpg,27500,FR,207,1330,221,116 to ? W/Kg
Mazda,RX-8 Type S '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0569.jpg,27500,FR,246,1310,216,140 to ? W/Kg
Mazda,RX-8 Type S '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0570.jpg,28980,FR,246,1310,216,140 to ? W/Kg
Mazda,RX500 '70,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0598.jpg,500000,MR,240,850,,211 to 486 W/Kg
Mazda,Roadster 1.8 RS (NB) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0540.jpg,22950,FR,143,1030,163,104 to ? W/Kg
Mazda,Roadster 1600 NR-A (NB) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0521.jpg,20500,FR,123,1050,142,88 to ? W/Kg
Mazda,Roadster 1800 RS (NB) '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0546.jpg,23280,FR,158,1070,170,110 to ? W/Kg
Mazda,Roadster 1800 RS (NB) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0547.jpg,23500,FR,158,1080,170,109 to ? W/Kg
Mazda,Roadster RS (NC) '07,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0561.jpg,25000,FR,168,1100,189,114 to 338 W/Kg
Mazda,Roadster Touring Car,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0595.jpg,167000,FR,198,795,,186 to ? W/Kg
Mazda,SAVANNA RX-7 GT-Limited (FC) '85,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0559.jpg,16900,FR,182,1280,245,106 to ? W/Kg
Mazda,SAVANNA RX-7 INFINI III (FC) '90,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0567.jpg,27040,FR,212,1230,274,128 to ? W/Kg
Mazda,éfini RX-7 Type R (FD) '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0579.jpg,38500,FR,251,1260,294,149 to ? W/Kg
Mazda,éfini RX-7 Type R (FD) '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0573.jpg,39100,FR,251,1260,294,149 to ? W/Kg
Mazda,éfini RX-7 Type R-S (FD) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0571.jpg,38900,FR,251,1260,294,149 to ? W/Kg
Mazda,éfini RX-7 Type RS (FD) '96,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0583.jpg,36650,FR,261,1280,294,152 to ? W/Kg
Mazda,éfini RX-7 Type RZ (FD) '92,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0581.jpg,40150,FR,251,1230,294,153 to ? W/Kg
Mazda,éfini RX-7 Type RZ (FD) '93,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0577.jpg,43500,FR,251,1240,294,152 to ? W/Kg
Mazda,éfini RX-7 Type RZ (FD) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0575.jpg,39600,FR,251,1250,294,150 to ? W/Kg
Mazda,éfini RX-7 Type RZ (FD) '96,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0587.jpg,39750,FR,261,1250,294,156 to ? W/Kg
McLaren,F1 '94,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0196.jpg,1000000,MR,627,1140,651,411 to 696 W/Kg
McLaren,F1 GTR - BMW (Kokusai Kaihatsu UK Racing) '95,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0197.jpg,1750000,MR,600,1050,651,427 to ? W/Kg
McLaren,F1 GTR Race Car Base Model '95,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0198.jpg,1750000,MR,600,1050,651,427 to ? W/Kg
McLaren,F1 Stealth Model,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0199.jpg,1150000,MR,641,1100,657,435 to ? W/Kg
McLaren,MP4-12C '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0195.jpg,225000,MR,592,1350,600,327 to 657 W/Kg
Mercedes-Benz,190 E 2.5 -16 Evolution II '91,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0204.jpg,67910,FR,232,1340,245,129 to ? W/Kg
Mercedes-Benz,190 E 2.5 -16 Evolution II '92,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0214.jpg,1250000,FR,365,980,,278 to ? W/Kg
Mercedes-Benz,300 SL Coupé '54,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0202.jpg,237690,FR,212,1295,274,122 to ? W/Kg
Mercedes-Benz,300 SL Coupé Chrome Line,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0203.jpg,273000,FR,214,1275,284,125 to ? W/Kg
Mercedes-Benz,A 160 Avantgarde '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0200.jpg,33020,FF,101,1115,150,67 to ? W/Kg
Mercedes-Benz,AMG Mercedes CLK-LM '98,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0222.jpg,1800000,MR,599,,,? to ? W/Kg
Mercedes-Benz,AMG Vision Gran Turismo,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1156.jpg,1000000,FR,577,1385,800,310 to 722 W/Kg
Mercedes-Benz,AMG Vision Gran Turismo Racing Series,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1240.jpg,2000000,FR,591,1300,819,339 to 356 W/Kg
Mercedes-Benz,C 63 AMG '08,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0211.jpg,104400,FR,451,1730,600,194 to 565 W/Kg
Mercedes-Benz,CL 600 '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0207.jpg,177850,FR,362,1955,530,138 to ? W/Kg
Mercedes-Benz,CLK 55 AMG '00,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0209.jpg,147770,FR,347,1620,510,160 to ? W/Kg
Mercedes-Benz,CLK Touring Car '00,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0217.jpg,1150000,FR,444,1000,,331 to ? W/Kg
Mercedes-Benz,E 55 AMG '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0210.jpg,105330,FR,469,1910,700,183 to ? W/Kg
Mercedes-Benz,SL 500 (R129) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0205.jpg,168090,FR,302,1800,460,125 to ? W/Kg
Mercedes-Benz,SL 500 (R230) '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0206.jpg,127620,FR,302,1840,460,122 to ? W/Kg
Mercedes-Benz,SL 55 AMG (R230) '02,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0212.jpg,125000,FR,493,1970,700,187 to 445 W/Kg
Mercedes-Benz,SL 600 (R129) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0208.jpg,210270,FR,388,2029,570,143 to ? W/Kg
Mercedes-Benz,SL 600 (R230) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0213.jpg,177700,FR,493,2025,800,182 to ? W/Kg
Mercedes-Benz,SL 65 AMG (R230) '04,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0215.jpg,190700,FR,603,2028,1000,222 to ? W/Kg
Mercedes-Benz,SLK 230 Kompressor '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0201.jpg,42130,FR,193,1325,280,109 to ? W/Kg
Mercedes-Benz,SLR McLaren '03,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0219.jpg,610000,FR,616,1768,780,260 to ? W/Kg
Mercedes-Benz,SLR McLaren '09,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0218.jpg,598500,FR,617,1768,780,260 to ? W/Kg
Mercedes-Benz,SLS AMG '10,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0216.jpg,197620,FR,553,1620,650,255 to ? W/Kg
Mercedes-Benz,SLS AMG GT3 '11,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0221.jpg,435000,FR,553,1350,600,306 to ? W/Kg
Mercedes-Benz,SLS AMG GT3 15th Anniversary Edition '11,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1174.jpg,450000,FR,621,1350,,343 to 550 W/Kg
Mercedes-Benz,SLS AMG Stealth Model,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0220.jpg,250000,FR,581,1465,666,296 to ? W/Kg
Mercedes-Benz,Sauber Mercedes C9 '89,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0223.jpg,2150000,MR,710,893,784,594 to 934 W/Kg
Mercury,Cougar XR-7 '67,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1115.jpg,47280,FR,310,1418,581,163 to ? W/Kg
Mine's,BNR34 SKYLINE GT-R N1 base '06,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_0609.jpg,200000,4WD,592,1340,588,329 to ? W/Kg
Mine's,BNR34 SKYLINE GT-R V*spec N1 base '00,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_0608.jpg,200000,4WD,592,1340,588,329 to ? W/Kg
Mine's,LANCER EVOLUTION VI '00,Tuned,https://www.kudosprime.com/gt6/images/cars/gt6_car_0607.jpg,150000,4WD,394,1210,397,243 to ? W/Kg
Mitsubishi,3000GT MR (J) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0652.jpg,39800,4WD,276,1680,426,123 to ? W/Kg
Mitsubishi,3000GT MR (J) '98,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0659.jpg,39790,4WD,276,1670,426,123 to ? W/Kg
Mitsubishi,3000GT SL (J) '95,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0622.jpg,29910,4WD,222,1610,274,102 to ? W/Kg
